"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"339","P16j_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"340","P16_J_TABLET_Hablar_por_tel_fono","1","9.1","0","0","1","16.7","0","NaN","0","0","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","0","0","1","20","0","0","0","0","0","NaN","0","0","0","0","0","0","1","33.3","1","11.1","0","NaN","0","0","0","NaN","0","NaN"
"341","P16_J_TABLET_Mandar_mensajes","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN"
"342","P16_J_TABLET_Jugar","7","63.6","1","20","6","100","0","NaN","4","80","1","50","0","NaN","2","50","0","NaN","0","NaN","0","NaN","3","60","3","60","1","100","0","0","0","NaN","1","50","1","100","3","100","2","66.7","5","55.6","0","NaN","2","100","0","NaN","0","NaN"
"343","P16_J_TABLET_O_r_m_sica","4","36.4","2","40","2","33.3","0","NaN","2","40","0","0","0","NaN","2","50","0","NaN","0","NaN","0","NaN","2","40","1","20","1","100","1","50","0","NaN","1","50","1","100","0","0","1","33.3","3","33.3","0","NaN","1","50","0","NaN","0","NaN"
"344","P16_J_TABLET_Buscar__informaci_n","4","36.4","2","40","2","33.3","0","NaN","1","20","1","50","0","NaN","2","50","0","NaN","0","NaN","0","NaN","1","20","3","60","0","0","0","0","0","NaN","1","50","1","100","0","0","2","66.7","4","44.4","0","NaN","0","0","0","NaN","0","NaN"
"345","P16_J_TABLET_Tomar_fotos","3","27.3","1","20","2","33.3","0","NaN","2","40","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","2","40","1","20","0","0","0","0","0","NaN","1","50","1","100","1","33.3","0","0","3","33.3","0","NaN","0","0","0","NaN","0","NaN"
"346","P16_J_TABLET_Mandar_mails","2","18.2","0","0","2","33.3","0","NaN","1","20","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","0","0","2","40","0","0","0","0","0","NaN","0","0","1","100","0","0","1","33.3","2","22.2","0","NaN","0","0","0","NaN","0","NaN"
"347","P16_J_TABLET_Ver__TV","2","18.2","1","20","1","16.7","0","NaN","1","20","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","2","40","0","0","0","0","1","50","0","NaN","0","0","0","0","1","33.3","0","0","2","22.2","0","NaN","0","0","0","NaN","0","NaN"
"348","P16_J_TABLET_Ver_pel_culas","3","27.3","1","20","2","33.3","0","NaN","2","40","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","2","40","1","20","0","0","1","50","0","NaN","0","0","1","100","1","33.3","0","0","3","33.3","0","NaN","0","0","0","NaN","0","NaN"
"349","P16_J_TABLET_Ver_videos","4","36.4","1","20","3","50","0","NaN","2","40","0","0","0","NaN","2","50","0","NaN","0","NaN","0","NaN","2","40","2","40","0","0","1","50","0","NaN","0","0","1","100","1","33.3","1","33.3","4","44.4","0","NaN","0","0","0","NaN","0","NaN"
"350","P16_J_TABLET_Entrar_a_redes_sociales","3","27.3","1","20","2","33.3","0","NaN","1","20","1","50","0","NaN","1","25","0","NaN","0","NaN","0","NaN","2","40","1","20","0","0","1","50","0","NaN","1","50","1","100","0","0","0","0","3","33.3","0","NaN","0","0","0","NaN","0","NaN"
"351","P16_J_TABLET_Para_trabajar","1","9.1","0","0","1","16.7","0","NaN","0","0","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","0","0","1","20","0","0","0","0","0","NaN","0","0","0","0","0","0","1","33.3","1","11.1","0","NaN","0","0","0","NaN","0","NaN"
"352","P16_J_TABLET_Para_leer","1","9.1","0","0","1","16.7","0","NaN","0","0","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","0","0","1","20","0","0","0","0","0","NaN","0","0","0","0","0","0","1","33.3","1","11.1","0","NaN","0","0","0","NaN","0","NaN"
"353","P16_J_TABLET_Hacer_tareas___trabajos_____dd","2","18.2","0","0","2","33.3","0","NaN","1","20","0","0","0","NaN","1","25","0","NaN","0","NaN","0","NaN","0","0","2","40","0","0","0","0","0","NaN","0","0","1","100","0","0","1","33.3","2","22.2","0","NaN","0","0","0","NaN","0","NaN"
"354","P16_J_TABLET_Otra__Especificar","1","9.1","1","20","0","0","0","NaN","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","1","20","0","0","1","50","0","NaN","0","0","0","0","0","0","0","0","1","11.1","0","NaN","0","0","0","NaN","0","NaN"
"355","Total","11","100","5","100","6","100","0","NaN","5","100","2","100","0","NaN","4","100","0","NaN","0","NaN","0","NaN","5","100","5","100","1","100","2","100","0","NaN","2","100","1","100","3","100","3","100","9","100","0","NaN","2","100","0","NaN","0","NaN"
"356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"357","P16j_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"358","P16_J_COMPU_Hablar_por_tel_fono","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"359","P16_J_COMPU_Mandar_mensajes","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"360","P16_J_COMPU_Jugar","1","100","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN"
"361","P16_J_COMPU_O_r_m_sica","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"362","P16_J_COMPU_Buscar__informaci_n","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"363","P16_J_COMPU_Tomar_fotos","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"364","P16_J_COMPU_Mandar_mails","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"365","P16_J_COMPU_Ver__TV","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"366","P16_J_COMPU_Ver_pel_culas","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"367","P16_J_COMPU_Ver_videos","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"368","P16_J_COMPU_Entrar_a_redes_sociales","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"369","P16_J_COMPU_Para_trabajar","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"370","P16_J_COMPU_Para_leer","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"371","P16_J_COMPU_Hacer_tareas___trabajos_____dd","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"372","P16_J_COMPU_Otra__Especificar","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN"
"373","Total","1","100","1","100","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN","0","NaN","1","100","0","NaN","0","NaN"
"374",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"375","P17_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"376","Yo lo compré","20","64.5","10","58.8","10","71.4","0","NaN","8","61.5","5","71.4","3","60","4","66.7","0","NaN","0","NaN","1","10","10","83.3","6","100","3","100","3","30","0","NaN","2","100","2","66.7","9","81.8","4","80","9","100","6","100","3","100","2","15.4","0","NaN"
"377","Es un regalo","11","35.5","7","41.2","4","28.6","0","NaN","5","38.5","2","28.6","2","40","2","33.3","0","NaN","0","NaN","9","90","2","16.7","0","0","0","0","7","70","0","NaN","0","0","1","33.3","2","18.2","1","20","0","0","0","0","0","0","11","84.6","0","NaN"
"378","Total","31","100","17","100","14","100","0","NaN","13","100","7","100","5","100","6","100","0","NaN","0","NaN","10","100","12","100","6","100","3","100","10","100","0","NaN","2","100","3","100","11","100","5","100","9","100","6","100","3","100","13","100","0","NaN"
"379",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"380","P17_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"381","Yo lo compré","26","59.1","12","50","14","70","0","NaN","7","50","8","72.7","3","37.5","8","72.7","0","NaN","0","NaN","3","23.1","12","70.6","7","70","4","100","4","33.3","0","0","4","50","3","60","10","83.3","5","83.3","11","78.6","8","80","4","100","3","18.8","0","NaN"
"382","Es un regalo","18","40.9","12","50","6","30","0","NaN","7","50","3","27.3","5","62.5","3","27.3","0","NaN","0","NaN","10","76.9","5","29.4","3","30","0","0","8","66.7","1","100","4","50","2","40","2","16.7","1","16.7","3","21.4","2","20","0","0","13","81.2","0","NaN"
"383","Total","44","100","24","100","20","100","0","NaN","14","100","11","100","8","100","11","100","0","NaN","0","NaN","13","100","17","100","10","100","4","100","12","100","1","100","8","100","5","100","12","100","6","100","14","100","10","100","4","100","16","100","0","NaN"
"384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"385","P17_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"386","Yo lo compré","5","45.5","3","37.5","2","66.7","0","NaN","2","50","3","75","0","0","0","0","0","NaN","0","NaN","0","0","4","80","1","100","0","NaN","1","25","0","NaN","0","NaN","0","0","4","66.7","0","NaN","0","NaN","2","100","2","100","1","14.3","0","NaN"
"387","Es un regalo","6","54.5","5","62.5","1","33.3","0","NaN","2","50","1","25","2","100","1","100","0","NaN","0","NaN","5","100","1","20","0","0","0","NaN","3","75","0","NaN","0","NaN","1","100","2","33.3","0","NaN","0","NaN","0","0","0","0","6","85.7","0","NaN"
"388","Total","11","100","8","100","3","100","0","NaN","4","100","4","100","2","100","1","100","0","NaN","0","NaN","5","100","5","100","1","100","0","NaN","4","100","0","NaN","0","NaN","1","100","6","100","0","NaN","0","NaN","2","100","2","100","7","100","0","NaN"
"389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"390","P17a_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"391","Nuevo","17","85","9","90","8","80","0","NaN","7","87.5","5","100","3","100","2","50","0","NaN","0","NaN","1","100","9","90","5","83.3","2","66.7","2","66.7","0","NaN","2","100","2","100","8","88.9","3","75","7","77.8","6","100","2","66.7","2","100","0","NaN"
"392","Usado","3","15","1","10","2","20","0","NaN","1","12.5","0","0","0","0","2","50","0","NaN","0","NaN","0","0","1","10","1","16.7","1","33.3","1","33.3","0","NaN","0","0","0","0","1","11.1","1","25","2","22.2","0","0","1","33.3","0","0","0","NaN"
"393","Total","20","100","10","100","10","100","0","NaN","8","100","5","100","3","100","4","100","0","NaN","0","NaN","1","100","10","100","6","100","3","100","3","100","0","NaN","2","100","2","100","9","100","4","100","9","100","6","100","3","100","2","100","0","NaN"
"394",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"395","P17a_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"396","Nuevo","22","84.6","10","83.3","12","85.7","0","NaN","6","85.7","7","87.5","3","100","6","75","0","NaN","0","NaN","3","100","10","83.3","6","85.7","3","75","3","75","0","NaN","4","100","2","66.7","9","90","4","80","9","81.8","8","100","2","50","3","100","0","NaN"
"397","Usado","4","15.4","2","16.7","2","14.3","0","NaN","1","14.3","1","12.5","0","0","2","25","0","NaN","0","NaN","0","0","2","16.7","1","14.3","1","25","1","25","0","NaN","0","0","1","33.3","1","10","1","20","2","18.2","0","0","2","50","0","0","0","NaN"
"398","Total","26","100","12","100","14","100","0","NaN","7","100","8","100","3","100","8","100","0","NaN","0","NaN","3","100","12","100","7","100","4","100","4","100","0","NaN","4","100","3","100","10","100","5","100","11","100","8","100","4","100","3","100","0","NaN"
"399",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"400","P17a_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"401","Nuevo","5","100","3","100","2","100","0","NaN","2","100","3","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","4","100","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","4","100","0","NaN","0","NaN","2","100","2","100","1","100","0","NaN"
"402","Usado","0","0","0","0","0","0","0","NaN","0","0","0","0","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","0","0","0","0","0","NaN","0","0","0","NaN","0","NaN","0","NaN","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","NaN"
"403","Total","5","100","3","100","2","100","0","NaN","2","100","3","100","0","NaN","0","NaN","0","NaN","0","NaN","0","NaN","4","100","1","100","0","NaN","1","100","0","NaN","0","NaN","0","NaN","4","100","0","NaN","0","NaN","2","100","2","100","1","100","0","NaN"
"404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
