"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"549","P17e_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"550","Dell","16","15","7","12.5","9","17.6","0","NaN","7","15.6","3","11.1","2","10.5","3","25","1","25","0","NaN","6","16.2","6","14.3","2","11.8","2","18.2","4","23.5","1","5.9","1","5.9","2","10.5","7","25.9","1","10","3","13","2","9.1","2","16.7","9","18","0","NaN"
"551","HP","31","29","17","30.4","14","27.5","0","NaN","14","31.1","10","37","3","15.8","4","33.3","0","0","0","NaN","9","24.3","16","38.1","5","29.4","1","9.1","5","29.4","6","35.3","4","23.5","6","31.6","8","29.6","2","20","6","26.1","5","22.7","5","41.7","15","30","0","NaN"
"552","Asus","2","1.9","0","0","2","3.9","0","NaN","0","0","0","0","1","5.3","1","8.3","0","0","0","NaN","1","2.7","0","0","1","5.9","0","0","1","5.9","0","0","0","0","0","0","1","3.7","0","0","1","4.3","0","0","0","0","1","2","0","NaN"
"553","Lenovo","16","15","9","16.1","7","13.7","0","NaN","9","20","2","7.4","3","15.8","1","8.3","1","25","0","NaN","6","16.2","7","16.7","0","0","3","27.3","1","5.9","1","5.9","4","23.5","4","21.1","3","11.1","3","30","3","13","3","13.6","1","8.3","9","18","0","NaN"
"554","Acer","10","9.3","5","8.9","5","9.8","0","NaN","0","0","3","11.1","2","10.5","3","25","2","50","0","NaN","3","8.1","3","7.1","2","11.8","2","18.2","3","17.6","1","5.9","1","5.9","2","10.5","1","3.7","2","20","3","13","2","9.1","2","16.7","3","6","0","NaN"
"555","Toshiba","18","16.8","9","16.1","9","17.6","0","NaN","9","20","5","18.5","4","21.1","0","0","0","0","0","NaN","6","16.2","6","14.3","3","17.6","3","27.3","3","17.6","2","11.8","5","29.4","3","15.8","3","11.1","2","20","5","21.7","6","27.3","0","0","7","14","0","NaN"
"556","Mac /Apple","13","12.1","9","16.1","4","7.8","0","NaN","6","13.3","4","14.8","3","15.8","0","0","0","0","0","NaN","5","13.5","4","9.5","4","23.5","0","0","0","0","5","29.4","2","11.8","2","10.5","4","14.8","0","0","2","8.7","4","18.2","1","8.3","6","12","0","NaN"
"557","Otro (especificar)","1","0.9","0","0","1","2","0","NaN","0","0","0","0","1","5.3","0","0","0","0","0","NaN","1","2.7","0","0","0","0","0","0","0","0","1","5.9","0","0","0","0","0","0","0","0","0","0","0","0","1","8.3","0","0","0","NaN"
"558","Total","107","100","56","100","51","100","0","NaN","45","100","27","100","19","100","12","100","4","100","0","NaN","37","100","42","100","17","100","11","100","17","100","17","100","17","100","19","100","27","100","10","100","23","100","22","100","12","100","50","100","0","NaN"
"559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"560","P17f_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"561","P17_F_CELULAR_Es_resistente","59","68.6","30","66.7","29","70.7","0","NaN","29","70.7","14","66.7","11","73.3","2","33.3","3","100","0","NaN","16","53.3","26","76.5","10","71.4","7","87.5","6","40","7","63.6","5","45.5","16","94.1","17","77.3","8","80","14","82.4","16","88.9","6","85.7","23","52.3","0","NaN"
"562","P17_F_CELULAR_Barata","22","25.6","8","17.8","14","34.1","0","NaN","9","22","6","28.6","4","26.7","1","16.7","2","66.7","0","NaN","4","13.3","13","38.2","4","28.6","1","12.5","3","20","4","36.4","3","27.3","1","5.9","9","40.9","2","20","5","29.4","7","38.9","4","57.1","6","13.6","0","NaN"
"563","P17_F_CELULAR_Tiene_buena_resoluci_n_la_pant","50","58.1","26","57.8","24","58.5","0","NaN","24","58.5","13","61.9","8","53.3","4","66.7","1","33.3","0","NaN","20","66.7","20","58.8","5","35.7","5","62.5","7","46.7","5","45.5","9","81.8","14","82.4","8","36.4","7","70","7","41.2","11","61.1","6","85.7","26","59.1","0","NaN"
"564","P17_F_CELULAR_Toma_buenas_fotos","42","48.8","21","46.7","21","51.2","0","NaN","22","53.7","10","47.6","6","40","3","50","1","33.3","0","NaN","13","43.3","19","55.9","6","42.9","4","50","3","20","5","45.5","5","45.5","12","70.6","12","54.5","5","50","7","41.2","13","72.2","4","57.1","18","40.9","0","NaN"
"565","P17_F_CELULAR_Capacidad_de_almacenamiento","56","65.1","30","66.7","26","63.4","0","NaN","28","68.3","15","71.4","8","53.3","4","66.7","1","33.3","0","NaN","20","66.7","24","70.6","8","57.1","4","50","6","40","7","63.6","8","72.7","13","76.5","15","68.2","7","70","9","52.9","13","72.2","3","42.9","31","70.5","0","NaN"
"566","P17_F_CELULAR_Dise_o___color","41","47.7","18","40","23","56.1","0","NaN","21","51.2","12","57.1","5","33.3","2","33.3","1","33.3","0","NaN","11","36.7","20","58.8","7","50","3","37.5","4","26.7","5","45.5","8","72.7","8","47.1","8","36.4","8","80","7","41.2","12","66.7","5","71.4","17","38.6","0","NaN"
"567","P17_F_CELULAR_Tama_o_c_modo","33","38.4","16","35.6","17","41.5","0","NaN","17","41.5","6","28.6","7","46.7","1","16.7","2","66.7","0","NaN","10","33.3","10","29.4","8","57.1","5","62.5","1","6.7","3","27.3","7","63.6","11","64.7","7","31.8","4","40","9","52.9","8","44.4","1","14.3","15","34.1","0","NaN"
"568","P17_F_CELULAR_Otra__especificar","4","4.7","3","6.7","1","2.4","0","NaN","2","4.9","0","0","2","13.3","0","0","0","0","0","NaN","3","10","0","0","0","0","1","12.5","1","6.7","0","0","2","18.2","1","5.9","0","0","0","0","1","5.9","0","0","0","0","3","6.8","0","NaN"
"569","Total","86","100","45","100","41","100","0","NaN","41","100","21","100","15","100","6","100","3","100","0","NaN","30","100","34","100","14","100","8","100","15","100","11","100","11","100","17","100","22","100","10","100","17","100","18","100","7","100","44","100","0","NaN"
"570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"571","P17f_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"572","P17_F_TABLET_Es_resistente","6","54.5","4","50","2","66.7","0","NaN","4","100","1","25","0","0","1","100","0","NaN","0","NaN","2","40","3","60","1","100","0","NaN","1","25","0","NaN","0","NaN","0","0","5","83.3","0","NaN","0","NaN","2","100","1","50","3","42.9","0","NaN"
"573","P17_F_TABLET_Barata","2","18.2","2","25","0","0","0","NaN","1","25","1","25","0","0","0","0","0","NaN","0","NaN","1","20","1","20","0","0","0","NaN","1","25","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","0","0","2","28.6","0","NaN"
"574","P17_F_TABLET_Tiene_buena_resoluci_n_la_pant","3","27.3","1","12.5","2","66.7","0","NaN","0","0","2","50","0","0","1","100","0","NaN","0","NaN","2","40","1","20","0","0","0","NaN","2","50","0","NaN","0","NaN","0","0","1","16.7","0","NaN","0","NaN","0","0","1","50","2","28.6","0","NaN"
"575","P17_F_TABLET_Toma_buenas_fotos","4","36.4","2","25","2","66.7","0","NaN","3","75","1","25","0","0","0","0","0","NaN","0","NaN","1","20","3","60","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","4","66.7","0","NaN","0","NaN","1","50","1","50","2","28.6","0","NaN"
"576","P17_F_TABLET_Capacidad_de_almacenamiento","5","45.5","3","37.5","2","66.7","0","NaN","3","75","1","25","0","0","1","100","0","NaN","0","NaN","2","40","2","40","1","100","0","NaN","1","25","0","NaN","0","NaN","0","0","4","66.7","0","NaN","0","NaN","2","100","0","0","3","42.9","0","NaN"
"577","P17_F_TABLET_Dise_o___color","2","18.2","2","25","0","0","0","NaN","2","50","0","0","0","0","0","0","0","NaN","0","NaN","1","20","1","20","0","0","0","NaN","0","0","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","0","0","0","0","2","28.6","0","NaN"
"578","P17_F_TABLET_Tama_o_c_modo","3","27.3","3","37.5","0","0","0","NaN","1","25","2","50","0","0","0","0","0","NaN","0","NaN","0","0","2","40","1","100","0","NaN","1","25","0","NaN","0","NaN","0","0","2","33.3","0","NaN","0","NaN","1","50","0","0","2","28.6","0","NaN"
"579","P17_F_TABLET_Otra__especificar","2","18.2","2","25","0","0","0","NaN","0","0","0","0","2","100","0","0","0","NaN","0","NaN","2","40","0","0","0","0","0","NaN","1","25","0","NaN","0","NaN","1","100","0","0","0","NaN","0","NaN","0","0","0","0","2","28.6","0","NaN"
"580","Total","11","100","8","100","3","100","0","NaN","4","100","4","100","2","100","1","100","0","NaN","0","NaN","5","100","5","100","1","100","0","NaN","4","100","0","NaN","0","NaN","1","100","6","100","0","NaN","0","NaN","2","100","2","100","7","100","0","NaN"
"581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"582","P17f_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"583","P17_F_COMPU_Es_resistente","68","63.6","39","69.6","29","56.9","0","NaN","30","66.7","18","66.7","12","63.2","6","50","2","50","0","NaN","22","59.5","26","61.9","12","70.6","8","72.7","4","23.5","11","64.7","10","58.8","16","84.2","19","70.4","8","80","15","65.2","17","77.3","7","58.3","29","58","0","NaN"
"584","P17_F_COMPU_Barata","35","32.7","15","26.8","20","39.2","0","NaN","14","31.1","8","29.6","6","31.6","4","33.3","3","75","0","NaN","12","32.4","14","33.3","7","41.2","2","18.2","3","17.6","8","47.1","7","41.2","2","10.5","11","40.7","4","40","9","39.1","8","36.4","7","58.3","11","22","0","NaN"
"585","P17_F_COMPU_Tiene_buena_resoluci_n_la_pant","66","61.7","35","62.5","31","60.8","0","NaN","28","62.2","18","66.7","10","52.6","8","66.7","2","50","0","NaN","20","54.1","31","73.8","8","47.1","7","63.6","3","17.6","10","58.8","16","94.1","16","84.2","15","55.6","6","60","14","60.9","15","68.2","8","66.7","29","58","0","NaN"
"586","P17_F_COMPU_Capacidad_de_almacenamiento","78","72.9","41","73.2","37","72.5","0","NaN","36","80","18","66.7","14","73.7","6","50","4","100","0","NaN","27","73","30","71.4","13","76.5","8","72.7","7","41.2","10","58.8","13","76.5","17","89.5","24","88.9","7","70","14","60.9","20","90.9","7","58.3","37","74","0","NaN"
"587","P17_F_COMPU_Dise_o___color","56","52.3","25","44.6","31","60.8","0","NaN","25","55.6","19","70.4","7","36.8","4","33.3","1","25","0","NaN","19","51.4","23","54.8","8","47.1","6","54.5","5","29.4","9","52.9","11","64.7","10","52.6","14","51.9","7","70","11","47.8","16","72.7","7","58.3","22","44","0","NaN"
"588","P17_F_COMPU_Tama_o_c_modo","51","47.7","27","48.2","24","47.1","0","NaN","21","46.7","15","55.6","9","47.4","4","33.3","2","50","0","NaN","16","43.2","19","45.2","11","64.7","5","45.5","2","11.8","10","58.8","10","58.8","12","63.2","10","37","7","70","13","56.5","13","59.1","6","50","19","38","0","NaN"
"589","P17_F_COMPU_Otra__especificar","7","6.5","4","7.1","3","5.9","0","NaN","3","6.7","0","0","2","10.5","2","16.7","0","0","0","NaN","4","10.8","2","4.8","0","0","1","9.1","4","23.5","0","0","2","11.8","1","5.3","0","0","0","0","1","4.3","1","4.5","0","0","5","10","0","NaN"
"590","Total","107","100","56","100","51","100","0","NaN","45","100","27","100","19","100","12","100","4","100","0","NaN","37","100","42","100","17","100","11","100","17","100","17","100","17","100","19","100","27","100","10","100","23","100","22","100","12","100","50","100","0","NaN"
"591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"592","P18_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"593","P18_CELULAR_Por_moda","19","21.6","11","23.9","8","19","0","NaN","11","26.2","3","14.3","5","33.3","0","0","0","0","0","NaN","8","26.7","7","19.4","4","28.6","0","0","0","0","1","9.1","3","27.3","1","5.9","11","45.8","3","30","4","23.5","6","33.3","1","12.5","8","17.8","0","NaN"
"594","P18_CELULAR_Ya_no_sirve","57","64.8","29","63","28","66.7","0","NaN","28","66.7","13","61.9","10","66.7","6","85.7","0","0","0","NaN","22","73.3","22","61.1","8","57.1","5","62.5","12","80","5","45.5","8","72.7","14","82.4","13","54.2","5","50","9","52.9","10","55.6","7","87.5","31","68.9","0","NaN"
"595","P18_CELULAR_Por_deterioro__Es_muy_viejo__a","50","56.8","28","60.9","22","52.4","0","NaN","22","52.4","11","52.4","10","66.7","4","57.1","3","100","0","NaN","18","60","17","47.2","9","64.3","6","75","9","60","5","45.5","3","27.3","16","94.1","10","41.7","7","70","9","52.9","13","72.2","2","25","26","57.8","0","NaN"
"596","P18_CELULAR_La_pantalla_no_se_ve_bien_est_","37","42","22","47.8","15","35.7","0","NaN","19","45.2","8","38.1","7","46.7","3","42.9","0","0","0","NaN","16","53.3","9","25","7","50","5","62.5","6","40","4","36.4","6","54.5","14","82.4","3","12.5","4","40","7","41.2","8","44.4","2","25","20","44.4","0","NaN"
"597","P18_CELULAR_No_tiene_tanta_capacidad_de_al","21","23.9","13","28.3","8","19","0","NaN","10","23.8","3","14.3","5","33.3","2","28.6","1","33.3","0","NaN","7","23.3","7","19.4","4","28.6","3","37.5","3","20","1","9.1","2","18.2","11","64.7","1","4.2","3","30","4","23.5","5","27.8","0","0","12","26.7","0","NaN"
"598","P18_CELULAR_Quiero_un_modelo_m_s_reciente_","35","39.8","23","50","12","28.6","0","NaN","21","50","3","14.3","7","46.7","2","28.6","2","66.7","0","NaN","15","50","10","27.8","6","42.9","4","50","6","40","4","36.4","5","45.5","9","52.9","8","33.3","3","30","6","35.3","5","27.8","2","25","22","48.9","0","NaN"
"599","P18_CELULAR_Otra__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"600","P18_CELULAR_No_sabe___no_contest","1","1.1","0","0","1","2.4","0","NaN","0","0","1","4.8","0","0","0","0","0","0","0","NaN","0","0","1","2.8","0","0","0","0","1","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2.2","0","NaN"
"601","Total","88","100","46","100","42","100","0","NaN","42","100","21","100","15","100","7","100","3","100","0","NaN","30","100","36","100","14","100","8","100","15","100","11","100","11","100","17","100","24","100","10","100","17","100","18","100","8","100","45","100","0","NaN"
"602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"603","P18_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"604","P18_TABLET_Por_moda","6","31.6","4","36.4","2","25","0","NaN","3","42.9","1","20","2","40","0","0","0","0","0","NaN","1","16.7","2","33.3","3","60","0","0","0","0","0","0","0","0","0","0","6","60","0","NaN","2","33.3","2","66.7","0","0","2","25","0","NaN"
"605","P18_TABLET_Ya_no_sirve","10","52.6","6","54.5","4","50","0","NaN","4","57.1","3","60","2","40","1","100","0","0","0","NaN","4","66.7","2","33.3","2","40","2","100","2","50","1","100","2","100","1","50","4","40","0","NaN","4","66.7","0","0","1","50","5","62.5","0","NaN"
"606","P18_TABLET_Por_deterioro__Es_muy_viejo__a","9","47.4","6","54.5","3","37.5","0","NaN","4","57.1","3","60","1","20","0","0","1","100","0","NaN","2","33.3","3","50","2","40","2","100","1","25","0","0","2","100","1","50","5","50","0","NaN","3","50","2","66.7","1","50","3","37.5","0","NaN"
"607","P18_TABLET_La_pantalla_no_se_ve_bien_est_","9","47.4","6","54.5","3","37.5","0","NaN","5","71.4","1","20","3","60","0","0","0","0","0","NaN","3","50","2","33.3","2","40","2","100","0","0","1","100","2","100","2","100","4","40","0","NaN","4","66.7","1","33.3","1","50","3","37.5","0","NaN"
"608","P18_TABLET_No_tiene_tanta_capacidad_de_al","3","15.8","2","18.2","1","12.5","0","NaN","0","0","1","20","1","20","0","0","1","100","0","NaN","0","0","0","0","2","40","1","50","0","0","0","0","0","0","1","50","2","20","0","NaN","3","50","0","0","0","0","0","0","0","NaN"
"609","P18_TABLET_Quiero_un_modelo_m_s_reciente_","8","42.1","5","45.5","3","37.5","0","NaN","3","42.9","1","20","3","60","0","0","1","100","0","NaN","3","50","2","33.3","2","40","1","50","1","25","0","0","1","50","1","50","5","50","0","NaN","3","50","1","33.3","0","0","4","50","0","NaN"
"610","P18_TABLET_Otra__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN"
"611","P18_TABLET_No_sabe___no_contest","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN"
"612","Total","19","100","11","100","8","100","0","NaN","7","100","5","100","5","100","1","100","1","100","0","NaN","6","100","6","100","5","100","2","100","4","100","1","100","2","100","2","100","10","100","0","NaN","6","100","3","100","2","100","8","100","0","NaN"
"613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"614","P18_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"615","P18_COMPU_Por_moda","15","14","8","14.3","7","13.7","0","NaN","7","15.6","2","7.4","3","15.8","2","16.7","1","25","0","NaN","4","10.8","6","14.3","3","17.6","2","18.2","0","0","0","0","2","11.8","0","0","10","37","3","30","2","8.7","5","22.7","2","16.7","6","12","0","NaN"
"616","P18_COMPU_Ya_no_sirve","75","70.1","39","69.6","36","70.6","0","NaN","31","68.9","21","77.8","12","63.2","10","83.3","1","25","0","NaN","24","64.9","32","76.2","10","58.8","9","81.8","14","82.4","13","76.5","14","82.4","17","89.5","11","40.7","6","60","13","56.5","17","77.3","8","66.7","37","74","0","NaN"
