"","A1","B2","C3","D4","E5","F6","G7","H8","I9","J10","K11","L12","M13","N14","O15","P16","Q17","R18","S19","T20","U21","V22","W23","X24","Y25","Z26","NA27","NA28","NA29","NA30","NA31","NA32","NA33","NA34","NA35","NA36","NA37","NA38","NA39","NA40","NA41","NA42","NA43","NA44","NA45","NA46","NA47","NA48","NA49","NA50","NA51"
"419","Alcatel","7","4.5","3","4","4","5","0","NaN","1","1.7","1","2.9","2","6.1","2","9.1","1","12.5","0","NaN","1","2.9","1","2.1","3","5.7","2","9.5","0","0","0","0","1","5.6","3","9.7","3","15","0","0","5","6","0","0","1","11.1","1","2.6","0","NaN"
"420","Samsung","29","18.7","13","17.3","16","20","0","NaN","12","20.7","7","20.6","5","15.2","4","18.2","1","12.5","0","NaN","7","20.6","8","17","10","18.9","4","19","13","31","3","16.7","3","16.7","4","12.9","2","10","4","15.4","17","20.5","5","20","0","0","7","18.4","0","NaN"
"421","Otro (especificar)","2","1.3","0","0","2","2.5","0","NaN","0","0","1","2.9","0","0","0","0","1","12.5","0","NaN","1","2.9","0","0","1","1.9","0","0","2","4.8","0","0","0","0","0","0","0","0","0","0","1","1.2","0","0","0","0","1","2.6","0","NaN"
"422","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"424","P17e_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"425","Mac/Apple","1","14.3","0","0","1","20","0","NaN","1","25","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","1","25","0","0","0","0","0","NaN","0","NaN","1","50","0","0","0","0","1","25","0","0","0","NaN","0","0","0","NaN"
"426","Dell","1","14.3","0","0","1","20","0","NaN","0","0","0","0","1","100","0","0","0","NaN","0","NaN","0","0","0","NaN","1","25","0","0","0","0","0","NaN","0","NaN","0","0","1","100","0","0","0","0","1","100","0","NaN","0","0","0","NaN"
"427","Hp","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"428","Asus","1","14.3","0","0","1","20","0","NaN","0","0","0","0","0","0","1","100","0","NaN","0","NaN","1","50","0","NaN","0","0","0","0","1","33.3","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","1","50","0","NaN"
"429","Sony","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"430","Motorola","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"431","LG","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"432","Samsung","4","57.1","2","100","2","40","0","NaN","3","75","1","100","0","0","0","0","0","NaN","0","NaN","1","50","0","NaN","2","50","1","100","2","66.7","0","NaN","0","NaN","1","50","0","0","1","100","3","75","0","0","0","NaN","1","50","0","NaN"
"433","Otro (Especificar)","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"434","Total","7","100","2","100","5","100","0","NaN","4","100","1","100","1","100","1","100","0","NaN","0","NaN","2","100","0","NaN","4","100","1","100","3","100","0","NaN","0","NaN","2","100","1","100","1","100","4","100","1","100","0","NaN","2","100","0","NaN"
"435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"436","P17f_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"437","P17_F_CELULAR_Es_resistente","82","52.9","35","46.7","47","58.8","0","NaN","32","55.2","18","52.9","16","48.5","13","59.1","3","37.5","0","NaN","16","47.1","26","55.3","29","54.7","11","52.4","14","33.3","7","38.9","10","55.6","14","45.2","15","75","22","84.6","45","54.2","16","64","4","44.4","17","44.7","0","NaN"
"438","P17_F_CELULAR_Barata","55","35.5","23","30.7","32","40","0","NaN","19","32.8","10","29.4","13","39.4","9","40.9","4","50","0","NaN","12","35.3","14","29.8","20","37.7","9","42.9","14","33.3","4","22.2","11","61.1","6","19.4","6","30","14","53.8","30","36.1","4","16","6","66.7","15","39.5","0","NaN"
"439","P17_F_CELULAR_Tiene_buena_resoluci_n_la_pant","85","54.8","37","49.3","48","60","0","NaN","38","65.5","19","55.9","16","48.5","10","45.5","2","25","0","NaN","21","61.8","21","44.7","31","58.5","12","57.1","22","52.4","9","50","11","61.1","14","45.2","8","40","21","80.8","43","51.8","18","72","4","44.4","20","52.6","0","NaN"
"440","P17_F_CELULAR_Toma_buenas_fotos","87","56.1","46","61.3","41","51.2","0","NaN","41","70.7","18","52.9","12","36.4","11","50","5","62.5","0","NaN","21","61.8","25","53.2","31","58.5","10","47.6","15","35.7","11","61.1","10","55.6","14","45.2","16","80","21","80.8","47","56.6","18","72","2","22.2","20","52.6","0","NaN"
"441","P17_F_CELULAR_Capacidad_de_almacenamiento","80","51.6","35","46.7","45","56.2","0","NaN","36","62.1","16","47.1","18","54.5","10","45.5","0","0","0","NaN","16","47.1","24","51.1","29","54.7","11","52.4","13","31","6","33.3","14","77.8","12","38.7","13","65","22","84.6","43","51.8","19","76","3","33.3","15","39.5","0","NaN"
"442","P17_F_CELULAR_Dise_o___color","72","46.5","34","45.3","38","47.5","0","NaN","36","62.1","14","41.2","9","27.3","9","40.9","4","50","0","NaN","13","38.2","21","44.7","26","49.1","12","57.1","17","40.5","6","33.3","8","44.4","11","35.5","10","50","20","76.9","39","47","16","64","5","55.6","12","31.6","0","NaN"
"443","P17_F_CELULAR_Tama_o_c_modo","55","35.5","27","36","28","35","0","NaN","26","44.8","16","47.1","6","18.2","5","22.7","2","25","0","NaN","9","26.5","16","34","21","39.6","9","42.9","5","11.9","5","27.8","8","44.4","8","25.8","7","35","22","84.6","32","38.6","9","36","3","33.3","11","28.9","0","NaN"
"444","P17_F_CELULAR_Otra__especificar","21","13.5","10","13.3","11","13.8","0","NaN","7","12.1","4","11.8","4","12.1","6","27.3","0","0","0","NaN","6","17.6","4","8.5","8","15.1","3","14.3","7","16.7","5","27.8","3","16.7","6","19.4","0","0","0","0","10","12","2","8","2","22.2","7","18.4","0","NaN"
"445","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"447","P17f_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"448","P17_F_TABLET_Es_resistente","5","71.4","2","100","3","60","0","NaN","3","75","1","100","0","0","1","100","0","NaN","0","NaN","1","50","0","NaN","3","75","1","100","2","66.7","0","NaN","0","NaN","2","100","0","0","1","100","4","100","0","0","0","NaN","1","50","0","NaN"
"449","P17_F_TABLET_Barata","2","28.6","1","50","1","20","0","NaN","1","25","0","0","0","0","1","100","0","NaN","0","NaN","1","50","0","NaN","1","25","0","0","2","66.7","0","NaN","0","NaN","0","0","0","0","0","0","1","25","0","0","0","NaN","1","50","0","NaN"
"450","P17_F_TABLET_Tiene_buena_resoluci_n_la_pant","3","42.9","0","0","3","60","0","NaN","3","75","0","0","0","0","0","0","0","NaN","0","NaN","1","50","0","NaN","1","25","1","100","1","33.3","0","NaN","0","NaN","2","100","0","0","0","0","2","50","0","0","0","NaN","1","50","0","NaN"
"451","P17_F_TABLET_Toma_buenas_fotos","2","28.6","0","0","2","40","0","NaN","2","50","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","1","25","1","100","0","0","0","NaN","0","NaN","2","100","0","0","0","0","2","50","0","0","0","NaN","0","0","0","NaN"
"452","P17_F_TABLET_Capacidad_de_almacenamiento","3","42.9","0","0","3","60","0","NaN","2","50","0","0","1","100","0","0","0","NaN","0","NaN","0","0","0","NaN","2","50","1","100","0","0","0","NaN","0","NaN","2","100","1","100","0","0","2","50","1","100","0","NaN","0","0","0","NaN"
"453","P17_F_TABLET_Dise_o___color","2","28.6","1","50","1","20","0","NaN","1","25","1","100","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","1","25","1","100","0","0","0","NaN","0","NaN","1","50","0","0","1","100","2","50","0","0","0","NaN","0","0","0","NaN"
"454","P17_F_TABLET_Tama_o_c_modo","3","42.9","1","50","2","40","0","NaN","2","50","1","100","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","2","50","1","100","0","0","0","NaN","0","NaN","2","100","0","0","1","100","3","75","0","0","0","NaN","0","0","0","NaN"
"455","P17_F_TABLET_Otra__especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","NaN","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","NaN"
"456","Total","7","100","2","100","5","100","0","NaN","4","100","1","100","1","100","1","100","0","NaN","0","NaN","2","100","0","NaN","4","100","1","100","3","100","0","NaN","0","NaN","2","100","1","100","1","100","4","100","1","100","0","NaN","2","100","0","NaN"
"457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"458","P18_CEL","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"459","P18_CELULAR_Por_moda","25","16.1","13","17.3","12","15","0","NaN","9","15.5","2","5.9","11","33.3","3","13.6","0","0","0","NaN","8","23.5","13","27.7","3","5.7","1","4.8","7","16.7","1","5.6","5","27.8","3","9.7","8","40","1","3.8","10","12","6","24","2","22.2","7","18.4","0","NaN"
"460","P18_CELULAR_Ya_no_sirve","103","66.5","45","60","58","72.5","0","NaN","43","74.1","23","67.6","19","57.6","15","68.2","3","37.5","0","NaN","20","58.8","29","61.7","38","71.7","16","76.2","24","57.1","8","44.4","12","66.7","28","90.3","11","55","20","76.9","55","66.3","18","72","8","88.9","22","57.9","0","NaN"
"461","P18_CELULAR_Por_deterioro__Es_muy_viejo__a","79","51","37","49.3","42","52.5","0","NaN","29","50","21","61.8","14","42.4","7","31.8","8","100","0","NaN","17","50","25","53.2","27","50.9","10","47.6","24","57.1","7","38.9","10","55.6","15","48.4","9","45","14","53.8","37","44.6","20","80","4","44.4","18","47.4","0","NaN"
"462","P18_CELULAR_La_pantalla_no_se_ve_bien_est_","58","37.4","24","32","34","42.5","0","NaN","23","39.7","16","47.1","10","30.3","5","22.7","4","50","0","NaN","15","44.1","14","29.8","24","45.3","5","23.8","20","47.6","3","16.7","13","72.2","13","41.9","2","10","7","26.9","25","30.1","13","52","3","33.3","17","44.7","0","NaN"
"463","P18_CELULAR_No_tiene_tanta_capacidad_de_al","25","16.1","8","10.7","17","21.2","0","NaN","11","19","3","8.8","9","27.3","2","9.1","0","0","0","NaN","8","23.5","9","19.1","6","11.3","2","9.5","11","26.2","1","5.6","4","22.2","4","12.9","1","5","4","15.4","11","13.3","4","16","1","11.1","9","23.7","0","NaN"
"464","P18_CELULAR_Quiero_un_modelo_m_s_reciente_","44","28.4","23","30.7","21","26.2","0","NaN","15","25.9","10","29.4","8","24.2","8","36.4","3","37.5","0","NaN","13","38.2","19","40.4","11","20.8","1","4.8","13","31","7","38.9","4","22.2","6","19.4","8","40","6","23.1","20","24.1","10","40","1","11.1","13","34.2","0","NaN"
"465","P18_CELULAR_Otra__Especificar","3","1.9","3","4","0","0","0","NaN","1","1.7","0","0","2","6.1","0","0","0","0","0","NaN","1","2.9","1","2.1","0","0","1","4.8","2","4.8","1","5.6","0","0","0","0","0","0","0","0","2","2.4","0","0","0","0","1","2.6","0","NaN"
"466","P18_CELULAR_No_sabe___no_contest","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"467","Total","155","100","75","100","80","100","0","NaN","58","100","34","100","33","100","22","100","8","100","0","NaN","34","100","47","100","53","100","21","100","42","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","38","100","0","NaN"
"468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"469","P18_TABLET","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"470","P18_TABLET_Por_moda","2","6.7","2","12.5","0","0","0","NaN","0","0","0","0","1","12.5","1","50","0","NaN","0","NaN","1","11.1","0","0","1","9.1","0","0","0","0","0","0","0","0","0","0","2","50","0","0","1","7.7","0","0","0","0","1","8.3","0","NaN"
"471","P18_TABLET_Ya_no_sirve","19","63.3","11","68.8","8","57.1","0","NaN","10","71.4","5","83.3","4","50","0","0","0","NaN","0","NaN","5","55.6","6","75","7","63.6","1","50","4","50","1","50","0","0","8","88.9","1","25","5","83.3","9","69.2","2","50","1","100","7","58.3","0","NaN"
"472","P18_TABLET_Por_deterioro__Es_muy_viejo__a","14","46.7","5","31.2","9","64.3","0","NaN","8","57.1","1","16.7","4","50","1","50","0","NaN","0","NaN","5","55.6","3","37.5","4","36.4","2","100","6","75","1","50","1","100","5","55.6","0","0","1","16.7","6","46.2","2","50","0","0","6","50","0","NaN"
"473","P18_TABLET_La_pantalla_no_se_ve_bien_est_","10","33.3","4","25","6","42.9","0","NaN","6","42.9","1","16.7","3","37.5","0","0","0","NaN","0","NaN","3","33.3","2","25","4","36.4","1","50","3","37.5","0","0","0","0","3","33.3","1","25","3","50","5","38.5","1","25","0","0","4","33.3","0","NaN"
"474","P18_TABLET_No_tiene_tanta_capacidad_de_al","6","20","2","12.5","4","28.6","0","NaN","5","35.7","0","0","0","0","1","50","0","NaN","0","NaN","1","11.1","0","0","4","36.4","1","50","3","37.5","0","0","0","0","2","22.2","1","25","0","0","4","30.8","1","25","0","0","1","8.3","0","NaN"
"475","P18_TABLET_Quiero_un_modelo_m_s_reciente_","4","13.3","0","0","4","28.6","0","NaN","3","21.4","0","0","1","12.5","0","0","0","NaN","0","NaN","2","22.2","1","12.5","0","0","1","50","1","12.5","1","50","0","0","1","11.1","0","0","1","16.7","2","15.4","0","0","0","0","2","16.7","0","NaN"
"476","P18_TABLET_Otra__Especificar","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"477","P18_TABLET_No_sabe___no_contest","0","0","0","0","0","0","0","NaN","0","0","0","0","0","0","0","0","0","NaN","0","NaN","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NaN"
"478","Total","30","100","16","100","14","100","0","NaN","14","100","6","100","8","100","2","100","0","NaN","0","NaN","9","100","8","100","11","100","2","100","8","100","2","100","1","100","9","100","4","100","6","100","13","100","4","100","1","100","12","100","0","NaN"
"479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"480","P18_COMPU","Total_Total_f","Total_Total_pct","F1Genero_Femenino_f","F1Genero_Femenino_pct","F1Genero_Masculino_f","F1Genero_Masculino_pct","NSE_A/B_f","NSE_A/B_pct","NSE_C+_f","NSE_C+_pct","NSE_C_f","NSE_C_pct","NSE_C-_f","NSE_C-_pct","NSE_D+_f","NSE_D+_pct","NSE_D_f","NSE_D_pct","NSE_E_f","NSE_E_pct","Edad_Rango_18 - 24_f","Edad_Rango_18 - 24_pct","Edad_Rango_25 - 34_f","Edad_Rango_25 - 34_pct","Edad_Rango_35 - 44_f","Edad_Rango_35 - 44_pct","Edad_Rango_45 - 55_f","Edad_Rango_45 - 55_pct","Plaza_Ciudad de México_f","Plaza_Ciudad de México_pct","Plaza_Tijuana_f","Plaza_Tijuana_pct","Plaza_Monterrey_f","Plaza_Monterrey_pct","Plaza_Guadalajara_f","Plaza_Guadalajara_pct","Plaza_Puebla_f","Plaza_Puebla_pct","Plaza_Mérida_f","Plaza_Mérida_pct","EdocivilHIjos_Casado con hijos_f","EdocivilHIjos_Casado con hijos_pct","EdocivilHIjos_Casado sin hijos_f","EdocivilHIjos_Casado sin hijos_pct","EdocivilHIjos_Soltero con Hijos_f","EdocivilHIjos_Soltero con Hijos_pct","EdocivilHIjos_Soltero sin HIjos_f","EdocivilHIjos_Soltero sin HIjos_pct","EdocivilHIjos_No contestó_f","EdocivilHIjos_No contestó_pct"
"481","P18_COMPU_Por_moda","11","7.1","6","8","5","6.2","0","NaN","4","6.9","1","2.9","2","6.1","4","17.4","0","0","0","NaN","3","8.6","2","4.3","3","5.7","3","14.3","1","2.3","0","0","1","5.6","1","3.2","5","25","3","11.5","8","9.6","2","8","0","0","1","2.6","0","NaN"
"482","P18_COMPU_Ya_no_sirve","105","67.3","46","61.3","59","72.8","0","NaN","42","72.4","24","70.6","21","63.6","14","60.9","4","50","0","NaN","26","74.3","27","57.4","39","73.6","13","61.9","27","62.8","16","88.9","14","77.8","20","64.5","7","35","21","80.8","54","65.1","14","56","9","100","28","71.8","0","NaN"
"483","P18_COMPU_Por_deterioro__Es_muy_viejo__a","75","48.1","30","40","45","55.6","0","NaN","26","44.8","19","55.9","14","42.4","13","56.5","3","37.5","0","NaN","17","48.6","30","63.8","20","37.7","8","38.1","26","60.5","3","16.7","4","22.2","17","54.8","9","45","16","61.5","36","43.4","16","64","3","33.3","20","51.3","0","NaN"
"484","P18_COMPU_La_pantalla_no_se_ve_bien_est_","49","31.4","19","25.3","30","37","0","NaN","21","36.2","9","26.5","9","27.3","6","26.1","4","50","0","NaN","9","25.7","18","38.3","17","32.1","5","23.8","18","41.9","0","0","7","38.9","9","29","4","20","11","42.3","25","30.1","8","32","1","11.1","15","38.5","0","NaN"
"485","P18_COMPU_No_tiene_tanta_capacidad_de_al","45","28.8","21","28","24","29.6","0","NaN","19","32.8","9","26.5","10","30.3","5","21.7","2","25","0","NaN","6","17.1","17","36.2","16","30.2","6","28.6","17","39.5","3","16.7","2","11.1","11","35.5","4","20","8","30.8","21","25.3","13","52","3","33.3","8","20.5","0","NaN"
"486","P18_COMPU_Quiero_un_modelo_m_s_reciente_","30","19.2","9","12","21","25.9","0","NaN","12","20.7","7","20.6","4","12.1","6","26.1","1","12.5","0","NaN","5","14.3","13","27.7","10","18.9","2","9.5","12","27.9","0","0","2","11.1","5","16.1","5","25","6","23.1","16","19.3","6","24","1","11.1","7","17.9","0","NaN"
"487","P18_COMPU_Otra__Especificar","3","1.9","0","0","3","3.7","0","NaN","1","1.7","1","2.9","0","0","0","0","1","12.5","0","NaN","1","2.9","0","0","1","1.9","1","4.8","1","2.3","1","5.6","0","0","0","0","1","5","0","0","2","2.4","0","0","0","0","1","2.6","0","NaN"
"488","P18_COMPU_No_sabe___no_contest","3","1.9","3","4","0","0","0","NaN","2","3.4","0","0","0","0","1","4.3","0","0","0","NaN","1","2.9","0","0","1","1.9","1","4.8","0","0","0","0","1","5.6","0","0","1","5","1","3.8","2","2.4","0","0","0","0","1","2.6","0","NaN"
"489","Total","156","100","75","100","81","100","0","NaN","58","100","34","100","33","100","23","100","8","100","0","NaN","35","100","47","100","53","100","21","100","43","100","18","100","18","100","31","100","20","100","26","100","83","100","25","100","9","100","39","100","0","NaN"
"490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
